sample_id	reference	material_source_and_purity	synthesis_method	processing_route	sintering_temperature	sintering_duration	dopant_element	dopant_ionic_radius	dopant_valence	dopant_molar_fraction	crystal_phase	operating_temperature	conductivity
515	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	750	0.0112281863623472
516	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	800	0.0172865602988655
517	实验室自行制备	ZrO2，Y2O3	固相合成	流延	1400	10h	Y	101.9	+3	0.08	c	850	0.024271029106488
518	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	600	0.00540611229850944
519	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	650	0.0111976603812645
520	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	700	0.0196641840841717
521	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	750	0.0380297899741057
522	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	800	0.0468739271773862
523	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	650	0.0110341908866475
524	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	700	0.0192571229486714
525	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	750	0.0312492847849241
526	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	800	0.047056315999088
527	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	550	0.00114283241735625
528	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	600	0.00280222508735753
529	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	650	0.00572216324722949
530	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	700	0.0102591922654303
531	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	750	0.0164560198083076
532	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	800	0.0245194695143784
533	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	600	0.00278630335390663
534	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	650	0.00568897204509939
535	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	700	0.010174053740406
536	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	750	0.0161844683263223
537	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	800	0.0245194695143784
538	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	750	0.00189915560149591
539	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	800	0.00299335623140146
540	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	800	0.00300221755831502
541	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	550	0.00189238424514763
542	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	600	0.00546749289821071
543	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	650	0.018572373236835
544	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	700	0.0326452539884574
545	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	750	0.05162917886218
546	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	800	0.0753949913542946
547	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	850	0.10325835772436
548	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	900	0.134748495186399
549	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	600	0.00545963730496616
550	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	650	0.018572373236835
551	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	700	0.0326452539884574
552	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	750	0.0512116922406529
553	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	800	0.0748013300050482
554	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	850	0.102700204439363
555	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc	87	+3	0.1	c	900	0.134748495186399
556	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	800	0.047056315999088
557	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	750	0.0317413995059465
558	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	700	0.0196641840841717
559	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	650	0.0111873017685158
560	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	600	0.00540853005892917
561	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	550	0.00282162230792478
562	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	800	0.0771279369383952
563	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	750	0.051763716066037
564	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	700	0.0322711033215043
565	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	650	0.0179995185387153
566	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	600	0.00881966117077132
567	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	550	0.00359906378620603
568	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	7%/3%	c	800	0.0505856688100046
569	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	7%/3%	c	750	0.0326390962497301
570	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	7%/3%	c	700	0.0193124064315012
571	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	7%/3%	c	650	0.0103229694057408
572	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	7%/3%	c	600	0.00731811904550329
573	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	7%/3%	c	550	0.00191730864263272
574	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	8%/2%	c	800	0.0621733992441784
575	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	8%/2%	c	750	0.042290535526497
576	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	8%/2%	c	700	0.0263230189533015
577	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	8%/2%	c	650	0.0147848012399643
578	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	8%/2%	c	600	0.00735649933661802
579	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	8%/2%	c	550	0.00312734065267264
580	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	9%/1%	c	800	0.0592372152890824
581	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	9%/1%	c	750	0.0400556408145224
582	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	9%/1%	c	700	0.0253363993103907
583	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	9%/1%	c	650	0.0143177609719995
584	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	9%/1%	c	600	0.00705086720121517
585	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	9%/1%	c	550	0.0029582150768594
586	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	800	0.048056315999088
587	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	750	0.0312413995059465
588	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	700	0.0197641840841717
589	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	650	0.0121873017685158
590	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	600	0.00530853005892917
591	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	5%/5%	c	550	0.00281162230792478
592	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	800	0.0781279369383952
593	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	750	0.052763716066037
594	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	700	0.0323711033215043
595	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	650	0.0182095185387153
596	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	600	0.00884966117077132
597	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	6%/4%	c	550	0.00360806378620603
598	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	7%/3%	c	800	0.0507856688100046
599	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	7%/3%	c	750	0.0324390962497301
600	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	7%/3%	c	700	0.0192124064315012
601	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	7%/3%	c	650	0.0113229694057408
602	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	7%/3%	c	600	0.00721811904550329
603	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	7%/3%	c	550	0.00198730864263272
604	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	8%/2%	c	800	0.0623733992441784
605	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	8%/2%	c	750	0.043290535526497
606	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	8%/2%	c	700	0.0263660189533015
607	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	8%/2%	c	650	0.0148848012399643
608	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	8%/2%	c	600	0.00765649933661802
609	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	8%/2%	c	550	0.00313734065267264
610	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	9%/1%	c	800	0.0592072152890824
611	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	9%/1%	c	750	0.0420556408145224
612	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	9%/1%	c	700	0.0250363993103907
613	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	9%/1%	c	650	0.0146177609719995
614	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	9%/1%	c	600	0.00725086720121517
615	实验室自行制备	ZrO2，Y2O3，Sc2O3	固相合成	干压成型	1400	10h	Sc/Y	87/101.9	+3	9%/1%	c	550	0.0031482150768594
616	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1100	5h	Y	101.9	+3	0.08	t	850	0.0097
617	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1100	5h	Y	101.9	+3	0.08	t	800	0.0068
618	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1100	5h	Y	101.9	+3	0.08	t	750	0.0043
619	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1100	5h	Y	101.9	+3	0.08	t	700	0.0026
620	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1100	5h	Y	101.9	+3	0.08	t	650	0.0015
621	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1350	5h	Y	101.9	+3	0.08	t	850	0.0097
622	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1350	5h	Y	101.9	+3	0.08	t	850	0.0098
623	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1350	5h	Y	101.9	+3	0.08	t	800	0.0062
624	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1350	5h	Y	101.9	+3	0.08	t	750	0.0038
625	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1350	5h	Y	101.9	+3	0.08	t	700	0.0022
626	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1350	5h	Y	101.9	+3	0.08	t	650	0.0012
627	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1400	5h	Y	101.9	+3	0.08	t	800	0.009
628	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1400	5h	Y	101.9	+3	0.08	t	750	0.0058
629	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1400	5h	Y	101.9	+3	0.08	t	700	0.0035
630	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1400	5h	Y	101.9	+3	0.08	t	650	0.002
631	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1400	5h	Y	101.9	+3	0.08	t	600	0.0011
632	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1400	5h	Y	101.9	+3	0.08	t	600	0.001
633	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1400	5h	Y	101.9	+3	0.08	t	800	0.0059
634	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1400	5h	Y	101.9	+3	0.08	t	750	0.0038
635	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	干压成型	1400	5h	Y	101.9	+3	0.08	t	700	0.0024
636	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	850	0.0270156111443978
637	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	850	0.0269941871863134
638	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	800	0.0188376701947655
639	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	800	0.0187960629718063
640	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	750	0.0119186519754696
641	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	750	0.011897822454366
642	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	700	0.00713619917021827
643	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	700	0.00713320830719639
644	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	650	0.00395075093337293
645	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	650	0.00385631245518763
646	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	600	0.00198969312847447
647	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	600	0.00201812237160972
648	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	550	0.000923360098791297
649	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	550	0.000887628622439729
650	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	500	0.000386858393475863
651	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯；
Bicine，上海阿拉丁，99.5%"	水热合成	真空抽滤	1100	5h	Y	101.9	+3	0.08	t	500	0.000386867186911183
