sample_id	reference	material_source_and_purity	synthesis_method	processing_route	operating_temperature	conductivity
555	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	900	0.134748495186399
556	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	800	0.047056315999088
557	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	750	0.0317413995059465
558	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	700	0.0196641840841717
559	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	650	0.0111873017685158
560	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	600	0.00540853005892917
561	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	550	0.00282162230792478
562	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	800	0.0771279369383952
563	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	750	0.051763716066037
564	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	700	0.0322711033215043
565	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	650	0.0179995185387153
566	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	600	0.00881966117077132
567	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as materials.	Solid-state synthesis	dry pressing	550	0.00359906378620603
568	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	800	0.0505856688100046
569	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	750	0.0326390962497301
570	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	700	0.0193124064315012
571	实验室自行制备	The material consists of ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	650	0.0103229694057408
572	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	600	0.00731811904550329
573	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	550	0.00191730864263272
574	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as the materials.	Solid-state synthesis	dry pressing	800	0.0621733992441784
575	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	750	0.042290535526497
576	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	700	0.0263230189533015
577	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	650	0.0147848012399643
578	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	600	0.00735649933661802
579	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	550	0.00312734065267264
580	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	800	0.0592372152890824
581	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	750	0.0400556408145224
582	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	700	0.0253363993103907
583	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	650	0.0143177609719995
584	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	600	0.00705086720121517
585	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	550	0.0029582150768594
586	实验室自行制备	The material consists of ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	800	0.048056315999088
587	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	750	0.0312413995059465
588	实验室自行制备	The materials are ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	700	0.0197641840841717
589	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as the listed materials.	Solid-state synthesis	dry pressing	650	0.0121873017685158
590	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	600	0.00530853005892917
591	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	550	0.00281162230792478
592	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	800	0.0781279369383952
593	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	750	0.052763716066037
594	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	700	0.0323711033215043
595	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	650	0.0182095185387153
596	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	600	0.00884966117077132
597	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	550	0.00360806378620603
598	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	800	0.0507856688100046
599	实验室自行制备	ZrO2, Y2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	750	0.0324390962497301
600	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	700	0.0192124064315012
601	实验室自行制备	The materials were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	650	0.0113229694057408
602	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	600	0.00721811904550329
603	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	550	0.00198730864263272
604	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	800	0.0623733992441784
605	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	750	0.043290535526497
606	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	700	0.0263660189533015
607	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	650	0.0148848012399643
608	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	600	0.00765649933661802
609	实验室自行制备	The materials are ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	550	0.00313734065267264
610	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	800	0.0592072152890824
611	实验室自行制备	The materials are ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	750	0.0420556408145224
612	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	700	0.0250363993103907
613	实验室自行制备	The materials were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	650	0.0146177609719995
614	实验室自行制备	The materials were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	600	0.00725086720121517
615	实验室自行制备	The materials used were ZrO2, Y2O3, and Sc2O3.	Solid-state synthesis	dry pressing	550	0.0031482150768594
616	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	850	0.0097
617	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	800	0.0068
618	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	750	0.0043
619	实验室自制	ZrOCl2·8H2O (99%) from Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) from Adamas, tetramethylammonium hydroxide (TMAOH) aqueous solution (25 wt%, analytical grade) from Shanghai Aladdin, and Bicine (99.5%) from Shanghai Aladdin were used as received.	Hydrothermal synthesis	dry pressing	700	0.0026
620	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	650	0.0015
621	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	850	0.0097
622	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	850	0.0098
623	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	800	0.0062
624	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	750	0.0038
625	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	700	0.0022
626	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	650	0.0012
627	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution were supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	800	0.009
628	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution were supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	750	0.0058
629	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution were supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	700	0.0035
630	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	650	0.002
631	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	600	0.0011
632	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	dry pressing	600	0.001
633	实验室自制	ZrOCl2·8H2O (99%) and Bicine (99.5%) were supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, and tetramethylammonium hydroxide (TMAOH) was supplied by Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	800	0.0059
634	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution, Bicine (99.5%), and Y(NO3)3·6H2O (99.9%) were sourced from Shanghai Aladdin and Adamas as specified.	Hydrothermal synthesis	dry pressing	750	0.0038
635	实验室自制	ZrOCl2·8H2O (99%) and 四甲基氢氧化铵（TMAOH） (25 wt% aqueous solution, 分析纯) were supplied by 上海阿拉丁, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by 上海阿拉丁.	Hydrothermal synthesis	dry pressing	700	0.0024
636	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	vacuum filtration	850	0.0270156111443978
637	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution, Bicine (99.5%), and Y(NO3)3·6H2O (99.9%) were sourced from Shanghai Aladdin and Adamas as specified.	Hydrothermal synthesis	vacuum filtration	850	0.0269941871863134
638	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution were supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	vacuum filtration	800	0.0188376701947655
639	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH, 25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	vacuum filtration	800	0.0187960629718063
640	实验室自制	ZrOCl2·8H2O (99%) and Bicine (99.5%) were supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, and tetramethylammonium hydroxide (TMAOH) was supplied by Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	vacuum filtration	750	0.0119186519754696
641	实验室自制	ZrOCl2·8H2O (99%) and Bicine (99.5%) were supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, and tetramethylammonium hydroxide (TMAOH) was supplied by Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	vacuum filtration	750	0.011897822454366
642	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	vacuum filtration	700	0.00713619917021827
643	实验室自制	ZrOCl2·8H2O (99%) supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) supplied by Adamas, tetramethylammonium hydroxide (TMAOH) supplied by Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade), and bicine (99.5%) supplied by Shanghai Aladdin were used as received.	Hydrothermal synthesis	vacuum filtration	700	0.00713320830719639
644	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	vacuum filtration	650	0.00395075093337293
645	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	vacuum filtration	650	0.00385631245518763
646	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution, Bicine (99.5%) supplied by Shanghai Aladdin, and Y(NO3)3·6H2O (99.9%) supplied by Adamas were used as received.	Hydrothermal synthesis	vacuum filtration	600	0.00198969312847447
647	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Bicine (99.5%) was supplied by Shanghai Aladdin.	Hydrothermal synthesis	vacuum filtration	600	0.00201812237160972
